,code,level,processed_code
24087,"print 'we gaan een quiz doen' 
print 'de quiz gaat over eten en dat moet je combineren met een land' 
zin is ask Heb je er zin in? 
if zin is ja print 'dan gaan we maar snel beginnen' else print 'wat doe je hier dan nog' 
print 'de computer doet eerst wat analyses om het systeem voor het bereiden.' 
print 'wat is 2 keer 2?' 
print 'Hedy doet een beetje irritant want het volgende werkt niet: print 2 keer 2 is 2 * 2 en dit heb ik in een andere hedy geprobeerd en dat werkt wel dus het is een bug.' 
taal is ask welke taal wil je? 
if taal is Nederlands print 'dan gaan we beginnen' else print 'dus we leven in Nederland en jij besluit een andere taal te kiezen, dat is jouw fout en er is hier een drukke programmeur die geen tijd had om het ook nog eens in verschillende talen te doen' 
print 'eerst een makkelijke' 
sushi is ask uit welk land komt sushi? 
if sushi is Japan print 'correct' else print 'incorrect het was Japan' 
print 'nu gaan we willekeurige vragen gebruiken.' 
Etensvragen is Kogelvis, Hamburger, Hutspot, Taco, curry 
eerste is Etensvragen at random
yarrak is ask uit welk land komt 'eerste'
",6,print % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % if % % % is % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % else print % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % .% print % % % % is % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % :print % % % % % % is % *% % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % .% % % % % is ask % % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % else print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % if % % % % % is % % % % % print % % % % % % % % % else print % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % .% % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % 
24091,"print 'we gaan een quiz doen' 
print 'de quiz gaat over eten en dat moet je combineren met een land' 
zin is ask Heb je er zin in? 
if zin is ja print 'dan gaan we maar snel beginnen' else print 'wat doe je hier dan nog' 
print 'de computer doet eerst wat analyses om het systeem voor het bereiden.' 
print 'wat is 2 keer 2?' 
print 'Hedy doet een beetje irritant want het volgende werkt niet: print 2 keer 2 is 2 * 2 en dit heb ik in een andere hedy geprobeerd en dat werkt wel dus het is een bug.' 
taal is ask welke taal wil je? 
if taal is Nederlands print 'dan gaan we beginnen' else print 'dus we leven in Nederland en jij besluit een andere taal te kiezen, dat is jouw fout en er is hier een drukke programmeur die geen tijd had om het ook nog eens in verschillende talen te doen' 
print 'eerst een makkelijke' 
sushi is ask uit welk land komt sushi? 
if sushi is Japan print 'correct' else print 'incorrect het was Japan' 
print 'nu gaan we willekeurige vragen gebruiken.' 
Etensvragen is Kogelvis, Hamburger, Hutspot, Taco, curry 
eerste is Etensvragen at random
print 'het gaat over het gerecht ' eerste
yarrak is ask uit welk land komt dit gerecht?
",6,print % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % if % % % is % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % else print % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % .% print % % % % is % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % :print % % % % % % is % *% % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % .% % % % % is ask % % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % else print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % if % % % % % is % % % % % print % % % % % % % % % else print % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % .% % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % 
24099,"print 'we gaan een quiz doen' 
print 'de quiz gaat over eten en dat moet je combineren met een land' 
zin is ask Heb je er zin in? 
if zin is ja print 'dan gaan we maar snel beginnen' else print 'wat doe je hier dan nog' 
print 'de computer doet eerst wat analyses om het systeem voor het bereiden.' 
print 'wat is 2 keer 2?' 
print 'Hedy doet een beetje irritant want het volgende werkt niet: print 2 keer 2 is 2 * 2 en dit heb ik in een andere hedy geprobeerd en dat werkt wel dus het is een bug.' 
taal is ask welke taal wil je? 
if taal is Nederlands print 'dan gaan we beginnen' else print 'dus we leven in Nederland en jij besluit een andere taal te kiezen, dat is jouw fout en er is hier een drukke programmeur die geen tijd had om het ook nog eens in verschillende talen te doen' 
print 'eerst een makkelijke' 
sushi is ask uit welk land komt sushi? 
if sushi is Japan print 'correct' else print 'incorrect het was Japan' 
print 'nu gaan we willekeurige vragen gebruiken.' 
Etensvragen is Kogelvis, Hamburger, Hutspot, Taco, curry 
eerste is Etensvragen at random
print 'het gaat over het gerecht ' eerste
yarrak is ask uit welk land komt dit gerecht? 
if eerste is kogelvis print het goede antwoord is Japan
if eerste is taco print het goede antwoord is Mexico
if eerste is hutspot print het goede antwoord is Nederland 
if eerste is hamburger print het goede antwoord is Duitsland
if eerste is curry print het goede antwoord is India 
jdjd is ask Had je het goed? 
",6,print % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % if % % % is % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % else print % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % .% print % % % % is % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % :print % % % % % % is % *% % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % .% % % % % is ask % % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % else print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % if % % % % % is % % % % % print % % % % % % % % % else print % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % .% % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % if % % % % % % is % % % % % % % % print % % % % % % % % % % % % % % % % is % % % % % if % % % % % % is % % % % print % % % % % % % % % % % % % % % % is % % % % % % if % % % % % % is % % % % % % % print % % % % % % % % % % % % % % % % is % % % % % % % % % if % % % % % % is % % % % % % % % % print % % % % % % % % % % % % % % % % is % % % % % % % % % if % % % % % % is % % % % % print % % % % % % % % % % % % % % % % is % % % % % % % % % is ask % % % % % % % % % % % % % 
24108,"print 'we gaan een quiz doen' 
print 'de quiz gaat over eten en dat moet je combineren met een land' 
zin is ask Heb je er zin in? 
if zin is ja print 'dan gaan we maar snel beginnen' else print 'wat doe je hier dan nog' 
print 'de computer doet eerst wat analyses om het systeem voor het bereiden.' 
print 'wat is 2 keer 2?' 
print 'Hedy doet een beetje irritant want het volgende werkt niet: print 2 keer 2 is 2 * 2 en dit heb ik in een andere hedy geprobeerd en dat werkt wel dus het is een bug.' 
taal is ask welke taal wil je? 
if taal is Nederlands print 'dan gaan we beginnen' else print 'dus we leven in Nederland en jij besluit een andere taal te kiezen, dat is jouw fout en er is hier een drukke programmeur die geen tijd had om het ook nog eens in verschillende talen te doen' 
print 'eerst een makkelijke' 
sushi is ask uit welk land komt sushi? 
if sushi is Japan print 'correct' else print 'incorrect het was Japan' 
print 'nu gaan we willekeurige vragen gebruiken.' 
Etensvragen is Kogelvis, Hamburger, Hutspot, Taco, curry 
eerste is Etensvragen at random
print 'het gaat over het gerecht ' eerste
yarrak is ask uit welk land komt dit gerecht? 
if eerste is kogelvis print ‘ het goede antwoord is Japan ’
",6,print % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % if % % % is % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % else print % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % .% print % % % % is % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % :print % % % % % % is % *% % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % .% % % % % is ask % % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % else print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % if % % % % % is % % % % % print % % % % % % % % % else print % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % .% % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % if % % % % % % is % % % % % % % % print ‘% % % % % % % % % % % % % % % % is % % % % % ’
24955,"jouwkeuze is ask wat kies jij?
keuzes is steen, schaar, papier
computerkeuze is keuzes at random
print 'jij koos ' jouwkeuze
print 'computer koos ' computerkeuze
if computerkeuze is schaar and jouwkeuze is papier print 'de computer wint'
if computerkeuze is schaar and jouwkeuze is steen print 'jij wint'
if computerkeuze is jouwkeuze print 'gelijkspel'",6,% % % % % % % % % is ask % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % if % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % is % % % % % % print % % % % % % % % % % % % % % % % if % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % is % % % % % print % % % % % % % % % if % % % % % % % % % % % % % is % % % % % % % % % print % % % % % % % % % % % % 
25348,print 'yeetiboii',6,print % % % % % % % % % % % 
25385,print '8 keer 34 8 * 34´,6,print % % % % % % % % % *% % ´
25550,print 5 ,6,print % 
25551,print 5 + 5,6,print % +% 
25557,print 1000 + 1000,6,print % % % % +% % % % 
25558,print 120 +350,6,print % % % +% % % 
26493,"number1 is ask first number?
number2 is ask second number?
print '5 times 5 is ' 5 * 5",6,% % % % % % % is ask % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % print % % % % % % % % is % % *% 
26494,"number1 is ask first number?
number2 is ask second number?
print number 1 ' multiplied by ' number2 ' is ' number1 * number2",6,% % % % % % % is ask % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % *% % % % % % % 
26499,"number1 is ask first number?
number2 is ask second number?
print number1 ' multiplied by ' number2 ' is ' number1 * number2
print number1 ' multiplied by ' number2 ' is ' number1 * number2",6,% % % % % % % is ask % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % *% % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % *% % % % % % % 
26504,"number1 is ask first number?
number2 is ask second number?
print number1 ' multiplied by ' number2 ' is ' number1 * number2
print number1/number2",6,% % % % % % % is ask % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % *% % % % % % % print % % % % % % % /% % % % % % % 
26508,"number1 is ask first number?
number2 is ask second number?
print number1 ' multiplied by ' number2 ' is ' number1 * number2
print number1-number2",6,% % % % % % % is ask % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % *% % % % % % % print % % % % % % % -% % % % % % % 
26575,"gewicht is 60
print 'Het gewicht is' gewicht
print 'Op de maan is dat ' 60/6",6,% % % % % % % is % % print % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % is % % % % % % /% 
26576,"gewicht is 60
print 'Het gewicht is ' gewicht
print 'Op de maan is dat ' 60/6",6,% % % % % % % is % % print % % % % % % % % % % % is % % % % % % % % print % % % % % % % % % is % % % % % % /% 
26746,"result is 5 * 5
print '5 times 5 is ' result",6,% % % % % % is % *% print % % % % % % % % is % % % % % % % 
27699,print '6 keer 22 is ,6,print % % % % % % % % is 
29612,"antwoord is ask 3x3=
if antwoord is '9' print 'Goed Zo!!!!' else print 'O Nee... Probeer Het Nog Een Keer!'",6,% % % % % % % % is ask % % % =if % % % % % % % % is % % % print % % % % % % % % % % % % else print % % % % % ...% % % % % % % % % % % % % % % % % % % % % % 
29614,"antwoord is ask 3x3=
if antwoord is 9 print 'Goed Zo!!!!' else print 'O Nee... Probeer Het Nog Een Keer!'",6,% % % % % % % % is ask % % % =if % % % % % % % % is % print % % % % % % % % % % % % else print % % % % % ...% % % % % % % % % % % % % % % % % % % % % % 
29616,"antwoord is ask 3x3=
if antwoord is 9 print 'Goed Zo!!!!' else som is ask 'O Nee... Probeer Het Nog Een Keer! 3x3='
if som is 9 print 'Goed Gedaan! :)' else print 'O Nee... Het Was 9. :( Oefen Meer!'
",6,% % % % % % % % is ask % % % =if % % % % % % % % is % print % % % % % % % % % % % % else % % % is ask % % % % % ...% % % % % % % % % % % % % % % % % % % % % % % % =% if % % % is % print % % % % % % % % % % % % :)% else print % % % % % ...% % % % % % % .:(% % % % % % % % % % % 
